cod_mun,municipio
09-08-140,Navarcles
09-08-141,Navàs
09-08-142,"Nou de Berguedà, La"
09-08-143,Òdena
09-08-144,Olvan
09-08-145,Olèrdola
09-08-146,Olesa de Bonesvalls
09-08-147,Olesa de Montserrat
09-08-148,Olivella
09-08-149,Olost
09-08-150,Orís
09-08-151,Oristà
09-08-152,Orpí
09-08-153,Òrrius
09-08-154,Pacs del Penedès
09-08-155,Palafolls
09-08-156,Palau-solità i Plegamans
09-08-157,Pallejà
09-08-158,"Papiol, El"
09-08-159,Parets del Vallès
09-08-160,Perafita
09-08-161,Piera
09-08-162,"Hostalets de Pierola, Els"
09-08-163,Pineda de Mar
09-08-164,"Pla del Penedès, El"
09-08-165,"Pobla de Claramunt, La"
09-08-166,"Pobla de Lillet, La"
09-08-167,Polinyà
09-08-168,Pontons
09-08-169,"Prat de Llobregat, El"
09-08-170,"Prats de Rei, Els"
09-08-171,Prats de Lluçanès
09-08-172,Premià de Mar
09-08-174,Puigdàlber
09-08-175,Puig-reig
09-08-176,Pujalt
09-08-177,"Quar, La"
09-08-178,Rajadell
09-08-179,Rellinars
09-08-180,Ripollet
09-08-181,"Roca del Vallès, La"
09-08-182,"Pont de Vilomara i Rocafort, El"
09-08-183,Roda de Ter
09-08-184,Rubí
09-08-185,Rubió
09-08-187,Sabadell
09-08-188,Sagàs
09-08-189,Sant Pere Sallavinera
09-08-190,Saldes
09-08-191,Sallent
09-08-192,Santpedor
09-08-193,Sant Iscle de Vallalta
09-08-194,Sant Adrià de Besòs
09-08-195,Sant Agustí de Lluçanès
09-08-196,Sant Andreu de la Barca
09-08-197,Sant Andreu de Llavaneres
09-08-198,Sant Antoni de Vilamajor
09-08-199,Sant Bartomeu del Grau
09-08-200,Sant Boi de Llobregat
09-08-201,Sant Boi de Lluçanès
09-08-202,Sant Celoni
09-08-203,Sant Cebrià de Vallalta
09-08-204,Sant Climent de Llobregat
09-08-205,Sant Cugat del Vallès
09-08-206,Sant Cugat Sesgarrigues
09-08-207,Sant Esteve de Palautordera
09-08-208,Sant Esteve Sesrovires
09-08-209,Sant Fost de Campsentelles
09-08-210,Sant Feliu de Codines
09-08-211,Sant Feliu de Llobregat
09-08-212,Sant Feliu Sasserra
09-08-213,Sant Fruitós de Bages
09-08-214,Vilassar de Dalt
09-08-215,Sant Hipòlit de Voltregà
09-08-216,Sant Jaume de Frontanyà
09-08-217,Sant Joan Despí
09-08-218,Sant Joan de Vilatorrada
09-08-219,Vilassar de Mar
09-08-220,Sant Julià de Vilatorta
09-08-221,Sant Just Desvern
09-08-222,Sant Llorenç d'Hortons
09-08-223,Sant Llorenç Savall
09-08-224,Sant Martí de Centelles
09-08-225,Sant Martí d'Albars
09-08-226,Sant Martí de Tous
09-08-227,Sant Martí Sarroca
09-08-228,Sant Martí Sesgueioles
09-08-229,Sant Mateu de Bages
09-08-230,Premià de Dalt
09-08-231,Sant Pere de Ribes
09-08-232,Sant Pere de Riudebitlles
09-08-233,Sant Pere de Torelló
09-08-234,Sant Pere de Vilamajor
09-08-235,Sant Pol de Mar
09-08-236,Sant Quintí de Mediona
09-08-237,Sant Quirze de Besora
09-08-238,Sant Quirze del Vallès
09-08-239,Sant Quirze Safaja
09-08-240,Sant Sadurní d'Anoia
09-08-241,Sant Sadurní d'Osormort
09-08-242,Marganell
09-08-243,Santa Cecília de Voltregà
09-08-244,Santa Coloma de Cervelló
09-08-245,Santa Coloma de Gramenet
09-08-246,Santa Eugènia de Berga
09-08-247,Santa Eulàlia de Riuprimer
09-08-248,Santa Eulàlia de Ronçana
09-08-249,Santa Fe del Penedès
09-08-250,Santa Margarida de Montbui
09-08-251,Santa Margarida i els Monjos
09-08-252,Barberà del Vallès
09-08-253,Santa Maria de Besora
09-08-254,"Esquirol, L'"
09-08-255,Santa Maria de Merlès
09-08-256,Santa Maria de Martorelles
09-08-257,Santa Maria de Miralles
09-08-258,Santa Maria d'Oló
09-08-259,Santa Maria de Palautordera
09-08-260,Santa Perpètua de Mogoda
09-08-261,Santa Susanna
09-08-262,Sant Vicenç de Castellet
09-08-263,Sant Vicenç dels Horts
09-08-264,Sant Vicenç de Montalt
09-08-265,Sant Vicenç de Torelló
09-08-266,Cerdanyola del Vallès
09-08-267,Sentmenat
09-08-268,Cercs
09-08-269,Seva
09-08-270,Sitges
09-08-271,Sobremunt
09-08-272,Sora
09-08-273,Subirats
09-08-274,Súria
09-08-275,Tavèrnoles
09-08-276,Tagamanent
09-08-277,Talamanca
09-08-278,Taradell
09-08-279,Terrassa
09-08-280,Tavertet
09-08-281,Teià
09-08-282,Tiana
09-08-283,Tona
09-08-284,Tordera
09-08-285,Torelló
09-08-286,"Torre de Claramunt, La"
09-08-287,Torrelavit
09-08-288,Torrelles de Foix
09-08-289,Torrelles de Llobregat
09-08-290,Ullastrell
09-08-291,Vacarisses
09-08-292,Vallbona d'Anoia
09-08-293,Vallcebre
09-08-294,Vallgorguina
09-08-295,Vallirana
09-08-296,Vallromanes
09-08-297,Veciana
09-08-298,Vic
09-08-299,Vilada
09-08-300,Viladecavalls
09-08-301,Viladecans
09-08-302,Vilanova del Camí
09-08-303,Vilanova de Sau
09-08-304,Vilobí del Penedès
09-08-305,Vilafranca del Penedès
09-08-306,Vilalba Sasserra
09-08-307,Vilanova i la Geltrú
09-08-308,Viver i Serrateix
09-08-901,Rupit i Pruit
09-08-902,Vilanova del Vallès
09-08-903,Sant Julià de Cerdanyola
09-08-904,Badia del Vallès
09-08-905,"Palma de Cervelló, La"
08-09-001,Abajas
08-09-003,Adrada de Haza
08-09-006,Aguas Cándidas
08-09-007,Aguilar de Bureba
08-09-009,Albillos
08-09-010,Alcocero de Mola
08-09-011,Alfoz de Bricia
08-09-012,Alfoz de Santa Gadea
08-09-013,Altable
08-09-014,"Altos, Los"
08-09-016,Ameyugo
08-09-017,Anguix
08-09-018,Aranda de Duero
08-09-019,Arandilla
08-09-020,Arauzo de Miel
08-09-021,Arauzo de Salce
08-09-022,Arauzo de Torre
08-09-023,Arcos
08-09-024,Arenillas de Riopisuerga
08-09-025,Arija
08-09-026,Arlanzón
08-09-027,Arraya de Oca
08-09-029,Atapuerca
08-09-030,"Ausines, Los"
08-09-032,Avellanosa de Muñó
08-09-033,Bahabón de Esgueva
08-09-034,"Balbases, Los"
08-09-035,Baños de Valdearados
08-09-036,Bañuelos de Bureba
08-09-037,Barbadillo de Herreros
08-09-038,Barbadillo del Mercado
08-09-039,Barbadillo del Pez
08-09-041,Barrio de Muñó
08-09-043,"Barrios de Bureba, Los"
08-09-044,Barrios de Colina
08-09-045,Basconcillos del Tozo
08-09-046,Bascuñana
08-09-047,Belbimbre
08-09-048,Belorado
08-09-050,Berberana
08-09-051,Berlangas de Roa
08-09-052,Berzosa de Bureba
08-09-054,Bozoó
08-09-055,Brazacorta
08-09-056,Briviesca
08-09-057,Bugedo
08-09-058,Buniel
08-09-059,Burgos
08-09-060,Busto de Bureba
08-09-061,Cabañes de Esgueva
08-09-062,Cabezón de la Sierra
08-09-063,Cavia
08-09-064,Caleruega
08-09-065,Campillo de Aranda
08-09-066,Campolara
08-09-067,Canicosa de la Sierra
08-09-068,Cantabrana
08-09-070,Carazo
08-09-071,Carcedo de Bureba
08-09-072,Carcedo de Burgos
08-09-073,Cardeñadijo
08-09-074,Cardeñajimeno
08-09-075,Cardeñuela Riopico
08-09-076,Carrias
08-09-077,Cascajares de Bureba
08-09-078,Cascajares de la Sierra
08-09-079,Castellanos de Castro
08-09-082,Castildelgado
08-09-083,Castil de Peones
08-09-084,Castrillo de la Reina
08-09-085,Castrillo de la Vega
08-09-086,Castrillo del Val
08-09-088,Castrillo de Riopisuerga
08-09-090,Castrillo Mota de Judíos
08-09-091,Castrojeriz
08-09-093,Cayuela
08-09-094,Cebrecos
08-09-095,Celada del Camino
08-09-098,Cerezo de Río Tirón
08-09-100,Cerratón de Juarros
08-09-101,Ciadoncha
08-09-102,Cillaperlata
08-09-103,Cilleruelo de Abajo
08-09-104,Cilleruelo de Arriba
08-09-105,Ciruelos de Cervera
08-09-108,Cogollos
08-09-109,Condado de Treviño
08-09-110,Contreras
08-09-112,Coruña del Conde
08-09-113,Covarrubias
08-09-114,Cubillo del Campo
08-09-115,Cubo de Bureba
08-09-117,"Cueva de Roa, La"
08-09-119,Cuevas de San Clemente
08-09-120,Encío
08-09-122,Espinosa de Cervera
08-09-123,Espinosa del Camino
08-09-124,Espinosa de los Monteros
08-09-125,Estépar
08-09-127,Fontioso
08-09-128,Frandovínez
08-09-129,Fresneda de la Sierra Tirón
08-09-130,Fresneña
08-09-131,Fresnillo de las Dueñas
08-09-132,Fresno de Río Tirón
08-09-133,Fresno de Rodilla
08-09-134,Frías
08-09-135,Fuentebureba
08-09-136,Fuentecén
08-09-137,Fuentelcésped
08-09-138,Fuentelisendo
08-09-139,Fuentemolinos
08-09-140,Fuentenebro
08-09-141,Fuentespina
08-09-143,Galbarros
08-09-144,"Gallega, La"
08-09-148,Grijalba
08-09-149,Grisaleña
08-09-151,Gumiel de Izán
08-09-152,Gumiel de Mercado
08-09-154,Hacinas
08-09-155,Haza
08-09-159,Hontanas
08-09-160,Hontangas
08-09-162,Hontoria de la Cantera
08-09-163,Hontoria del Pinar
08-09-164,Hontoria de Valdearados
08-09-166,"Hormazas, Las"
08-09-167,Hornillos del Camino
08-09-168,"Horra, La"
08-09-169,Hortigüela
08-09-170,Hoyales de Roa
08-09-172,Huérmeces
08-09-173,Huerta de Arriba
08-09-174,Huerta de Rey
08-09-175,Humada
08-09-176,Hurones
08-09-177,Ibeas de Juarros
08-09-178,Ibrillos
08-09-179,Iglesiarrubia
08-09-180,Iglesias
08-09-181,Isar
08-09-182,Itero del Castillo
08-09-183,Jaramillo de la Fuente
08-09-184,Jaramillo Quemado
08-09-189,Junta de Traslaloma
08-09-190,Junta de Villalba de Losa
08-09-191,Jurisdicción de Lara
08-09-192,Jurisdicción de San Zadornil
08-09-194,Lerma
08-09-195,Llano de Bureba
08-09-196,Madrigal del Monte
08-09-197,Madrigalejo del Monte
08-09-198,Mahamud
08-09-199,Mambrilla de Castrejón
08-09-200,Mambrillas de Lara
08-09-201,Mamolar
08-09-202,Manciles
08-09-206,Mazuela
08-09-208,Mecerreyes
08-09-209,Medina de Pomar
08-09-211,Melgar de Fernamental
08-09-213,Merindad de Cuesta-Urria
08-09-214,Merindad de Montija
08-09-215,Merindad de Sotoscueva
08-09-216,Merindad de Valdeporres
08-09-217,Merindad de Valdivielso
08-09-218,Milagros
08-09-219,Miranda de Ebro
08-09-220,Miraveche
08-09-221,Modúbar de la Emparedada
08-09-223,Monasterio de la Sierra
08-09-224,Monasterio de Rodilla
08-09-225,Moncalvillo
08-09-226,Monterrubio de la Demanda
08-09-227,Montorio
08-09-228,Moradillo de Roa
08-09-229,Nava de Roa
08-09-230,Navas de Bureba
08-09-231,Nebreda
08-09-232,Neila
08-09-235,Olmedillo de Roa
08-09-236,Olmillos de Muñó
08-09-238,Oña
08-09-239,Oquillas
08-09-241,Orbaneja Riopico
08-09-242,Padilla de Abajo
08-09-243,Padilla de Arriba
08-09-244,Padrones de Bureba
08-09-246,Palacios de la Sierra
08-09-247,Palacios de Riopisuerga
08-09-248,Palazuelos de la Sierra
08-09-249,Palazuelos de Muñó
08-09-250,Pampliega
08-09-251,Pancorbo
08-09-253,Pardilla
08-09-255,Partido de la Sierra en Tobalina
08-09-256,Pedrosa de Duero
08-09-257,Pedrosa del Páramo
08-09-258,Pedrosa del Príncipe
08-09-259,Pedrosa de Río Úrbel
08-09-261,Peñaranda de Duero
08-09-262,Peral de Arlanza
08-09-265,Piérnigas
08-09-266,Pineda de la Sierra
08-09-267,Pineda Trasmonte
08-09-268,Pinilla de los Barruecos
08-09-269,Pinilla de los Moros
08-09-270,Pinilla Trasmonte
08-09-272,Poza de la Sal
08-09-273,Prádanos de Bureba
08-09-274,Pradoluengo
08-09-275,Presencio
08-09-276,"Puebla de Arganzón, La"
08-09-277,Puentedura
08-09-279,Quemada
08-09-280,Quintanabureba
08-09-281,Quintana del Pidio
08-09-283,Quintanaélez
08-09-287,Quintanaortuño
08-09-288,Quintanapalla
08-09-289,Quintanar de la Sierra
08-09-292,Quintanavides
08-09-294,Quintanilla de la Mata
08-09-295,Quintanilla del Coco
08-09-297,"Quintanillas, Las"
08-09-298,Quintanilla San García
08-09-301,Quintanilla Vivar
08-09-302,Rabanera del Pinar
08-09-303,Rábanos
08-09-304,Rabé de las Calzadas
08-09-306,Rebolledo de la Torre
08-09-307,Redecilla del Camino
08-09-308,Redecilla del Campo
08-09-309,Regumiel de la Sierra
08-09-310,Reinoso
08-09-311,Retuerta
08-09-312,"Revilla y Ahedo, La"
08-09-314,Revilla del Campo
08-09-315,Revillarruz
08-09-316,Revilla Vallejera
08-09-317,Rezmondo
08-09-318,Riocavado de la Sierra
08-09-321,Roa
08-09-323,Rojas
08-09-325,Royuela de Río Franco
08-09-326,Rubena
08-09-327,Rublacedo de Abajo
08-09-328,Rucandio
08-09-329,Salas de Bureba
08-09-330,Salas de los Infantes
08-09-332,Saldaña de Burgos
08-09-334,Salinillas de Bureba
08-09-335,San Adrián de Juarros
08-09-337,San Juan del Monte
08-09-338,San Mamés de Burgos
08-09-339,San Martín de Rubiales
08-09-340,San Millán de Lara
08-09-343,Santa Cecilia
08-09-345,Santa Cruz de la Salceda
08-09-346,Santa Cruz del Valle Urbión
08-09-347,Santa Gadea del Cid
08-09-348,Santa Inés
08-09-350,Santa María del Campo
08-09-351,Santa María del Invierno
08-09-352,Santa María del Mercadillo
08-09-353,Santa María Rivarredonda
08-09-354,Santa Olalla de Bureba
08-09-355,Santibáñez de Esgueva
08-09-356,Santibáñez del Val
08-09-358,Santo Domingo de Silos
08-09-360,San Vicente del Valle
08-09-361,Sargentes de la Lora
08-09-362,Sarracín
08-09-363,Sasamón
08-09-365,"Sequera de Haza, La"
08-09-366,Solarana
08-09-368,Sordillos
08-09-369,Sotillo de la Ribera
08-09-372,Sotragero
08-09-373,Sotresgudo
08-09-374,Susinos del Páramo
08-09-375,Tamarón
08-09-377,Tardajos
08-09-378,Tejada
08-09-380,Terradillos de Esgueva
08-09-381,Tinieblas de la Sierra
08-09-382,Tobar
08-09-384,Tordómar
08-09-386,Torrecilla del Monte
08-09-387,Torregalindo
08-09-388,Torrelara
08-09-389,Torrepadre
08-09-390,Torresandino
08-09-391,Tórtoles de Esgueva
08-09-392,Tosantos
08-09-394,Trespaderne
08-09-395,Tubilla del Agua
08-09-396,Tubilla del Lago
08-09-398,Úrbel del Castillo
08-09-400,Vadocondes
08-09-403,Valdeande
08-09-405,Valdezate
08-09-406,Valdorros
08-09-407,Valmala
08-09-408,Vallarta de Bureba
08-09-409,Valle de Manzanedo
08-09-410,Valle de Mena
08-09-411,Valle de Oca
08-09-412,Valle de Tobalina
08-09-413,Valle de Valdebezana
08-09-414,Valle de Valdelaguna
08-09-415,Valle de Valdelucio
08-09-416,Valle de Zamanzas
08-09-417,Vallejera
08-09-418,Valles de Palenzuela
08-09-419,Valluércanes
08-09-421,"Vid y Barrios, La"
08-09-422,"Vid de Bureba, La"
08-09-423,Vileña
08-09-424,Viloria de Rioja
08-09-425,Vilviestre del Pinar
08-09-427,Villadiego
08-09-428,Villaescusa de Roa
08-09-429,Villaescusa la Sombría
08-09-430,Villaespasa
08-09-431,Villafranca Montes de Oca
08-09-432,Villafruela
08-09-433,Villagalijo
08-09-434,Villagonzalo Pedernales
08-09-437,Villahoz
08-09-438,Villalba de Duero
08-09-439,Villalbilla de Burgos
08-09-440,Villalbilla de Gumiel
08-09-441,Villaldemiro
08-09-442,Villalmanzo
08-09-443,Villamayor de los Montes
08-09-444,Villamayor de Treviño
08-09-445,Villambistia
08-09-446,Villamedianilla
08-09-447,Villamiel de la Sierra
08-09-448,Villangómez
08-09-449,Villanueva de Argaño
08-09-450,Villanueva de Carazo
08-09-451,Villanueva de Gumiel
08-09-454,Villanueva de Teba
08-09-455,Villaquirán de la Puebla
08-09-456,Villaquirán de los Infantes
08-09-458,Villariezo
08-09-460,Villasandino
08-09-463,Villasur de Herreros
08-09-464,Villatuelda
08-09-466,Villaverde del Monte
08-09-467,Villaverde-Mogina
08-09-471,Villayerno Morquillas
08-09-472,Villazopeque
08-09-473,Villegas
08-09-476,Villoruebo
08-09-478,Vizcaínos
08-09-480,Zael
08-09-482,Zarzosa de Río Pisuerga
08-09-483,Zazuar
08-09-485,Zuñeda
08-09-901,Quintanilla del Agua y Tordueles
08-09-902,Valle de Santibáñez
08-09-903,Villarcayo de Merindad de Castilla la Vieja
08-09-904,Valle de las Navas
08-09-905,Valle de Sedano
08-09-906,Merindad de Río Ubierna
08-09-907,Alfoz de Quintanadueñas
08-09-908,Valle de Losa
10-10-001,Abadía
10-10-002,Abertura
10-10-003,Acebo
10-10-004,Acehúche
10-10-005,Aceituna
10-10-006,Ahigal
10-10-007,Albalá
10-10-008,Alcántara
10-10-009,Alcollarín
10-10-010,Alcuéscar
10-10-011,Aldeacentenera
10-10-012,Aldea del Cano
10-10-013,"Aldea del Obispo, La"
10-10-014,Aldeanueva de la Vera
10-10-015,Aldeanueva del Camino
10-10-016,Aldehuela de Jerte
10-10-017,Alía
10-10-018,Aliseda
10-10-019,Almaraz
10-10-020,Almoharín
10-10-021,Arroyo de la Luz
10-10-022,Arroyomolinos de la Vera
10-10-023,Arroyomolinos
10-10-024,Baños de Montemayor
10-10-025,Barrado
10-10-026,Belvís de Monroy
10-10-027,Benquerencia
10-10-028,Berrocalejo
10-10-029,Berzocana
10-10-030,Bohonal de Ibor
10-10-031,Botija
10-10-032,Brozas
10-10-033,Cabañas del Castillo
10-10-034,Cabezabellosa
10-10-035,Cabezuela del Valle
10-10-036,Cabrero
10-10-037,Cáceres
10-10-038,Cachorrilla
10-10-039,Cadalso
10-10-040,Calzadilla
10-10-041,Caminomorisco
10-10-042,Campillo de Deleitosa
10-10-043,Campo Lugar
10-10-044,Cañamero
10-10-045,Cañaveral
10-10-046,Carbajo
10-10-047,Carcaboso
10-10-048,Carrascalejo
10-10-049,Casar de Cáceres
10-10-050,Casar de Palomero
10-10-051,Casares de las Hurdes
10-10-052,Casas de Don Antonio
10-10-053,Casas de Don Gómez
10-10-054,Casas del Castañar
10-10-055,Casas del Monte
10-10-056,Casas de Millán
10-10-057,Casas de Miravete
10-10-058,Casatejada
10-10-059,Casillas de Coria
10-10-060,Castañar de Ibor
10-10-061,Ceclavín
10-10-062,Cedillo
10-10-063,Cerezo
10-10-064,Cilleros
10-10-065,Collado de la Vera
10-10-066,Conquista de la Sierra
10-10-067,Coria
10-10-068,Cuacos de Yuste
10-10-069,"Cumbre, La"
10-10-070,Deleitosa
10-10-071,Descargamaría
10-10-072,Eljas
10-10-073,Escurial
10-10-075,Fresnedoso de Ibor
10-10-076,Galisteo
10-10-077,Garciaz
10-10-078,"Garganta, La"
10-10-079,Garganta la Olla
10-10-080,Gargantilla
10-10-081,Gargüera
10-10-082,Garrovillas de Alconétar
10-10-083,Garvín
10-10-084,Gata
10-10-085,"Gordo, El"
10-10-086,"Granja, La"
10-10-087,Guadalupe
10-10-088,Guijo de Coria
10-10-089,Guijo de Galisteo
10-10-090,Guijo de Granadilla
10-10-091,Guijo de Santa Bárbara
10-10-092,Herguijuela
10-10-093,Hernán-Pérez
10-10-094,Herrera de Alcántara
10-10-095,Herreruela
10-10-096,Hervás
10-10-097,Higuera
10-10-098,Hinojal
10-10-099,Holguera
10-10-100,Hoyos
10-10-101,Huélaga
10-10-102,Ibahernando
10-10-103,Jaraicejo
10-10-104,Jaraíz de la Vera
10-10-105,Jarandilla de la Vera
10-10-106,Jarilla
10-10-107,Jerte
10-10-108,Ladrillar
10-10-109,Logrosán
10-10-110,Losar de la Vera
10-10-111,Madrigal de la Vera
10-10-112,Madrigalejo
10-10-113,Madroñera
10-10-114,Majadas
10-10-115,Malpartida de Cáceres
10-10-116,Malpartida de Plasencia
10-10-117,Marchagaz
10-10-118,Mata de Alcántara
10-10-119,Membrío
10-10-120,Mesas de Ibor
10-10-121,Miajadas
10-10-122,Millanes
10-10-123,Mirabel
10-10-124,Mohedas de Granadilla
10-10-125,Monroy
10-10-126,Montánchez
10-10-127,Montehermoso
10-10-128,Moraleja
10-10-129,Morcillo
10-10-130,Navaconcejo
10-10-131,Navalmoral de la Mata
10-10-132,Navalvillar de Ibor
10-10-133,Navas del Madroño
10-10-134,Navezuelas
10-10-135,Nuñomoral
10-10-136,Oliva de Plasencia
10-10-137,Palomero
10-10-138,Pasarón de la Vera
10-10-139,Pedroso de Acim
10-10-140,Peraleda de la Mata
10-10-141,Peraleda de San Román
10-10-142,Perales del Puerto
10-10-143,Pescueza
10-10-144,"Pesga, La"
10-10-145,Piedras Albas
10-10-146,Pinofranqueado
10-10-147,Piornal
10-10-148,Plasencia
10-10-149,Plasenzuela
10-10-150,Portaje
10-10-151,Portezuelo
10-10-152,Pozuelo de Zarzón
10-10-153,Puerto de Santa Cruz
10-10-154,Rebollar
10-10-155,Riolobos
10-10-156,Robledillo de Gata
10-10-157,Robledillo de la Vera
10-10-158,Robledillo de Trujillo
10-10-159,Robledollano
10-10-160,Romangordo
10-10-161,Ruanes
10-10-162,Salorino
10-10-163,Salvatierra de Santiago
10-10-164,San Martín de Trevejo
10-10-165,Santa Ana
10-10-166,Santa Cruz de la Sierra
10-10-167,Santa Cruz de Paniagua
10-10-168,Santa Marta de Magasca
10-10-169,Santiago de Alcántara
10-10-170,Santiago del Campo
10-10-171,Santibáñez el Alto
10-10-172,Santibáñez el Bajo
10-10-173,Saucedilla
10-10-174,Segura de Toro
10-10-175,Serradilla
10-10-176,Serrejón
10-10-177,Sierra de Fuentes
10-10-178,Talaván
10-10-179,Talaveruela de la Vera
10-10-180,Talayuela
10-10-181,Tejeda de Tiétar
10-10-182,Toril
10-10-183,Tornavacas
10-10-184,"Torno, El"
10-10-185,Torrecilla de los Ángeles
10-10-186,Torrecillas de la Tiesa
10-10-187,Torre de Don Miguel
10-10-188,Torre de Santa María
10-10-189,Torrejoncillo
10-10-190,Torrejón el Rubio
10-10-191,Torremenga
10-10-192,Torremocha
10-10-193,Torreorgaz
10-10-194,Torrequemada
10-10-195,Trujillo
10-10-196,Valdastillas
10-10-197,Valdecañas de Tajo
10-10-198,Valdefuentes
10-10-199,Valdehúncar
10-10-200,Valdelacasa de Tajo
10-10-201,Valdemorales
10-10-202,Valdeobispo
10-10-203,Valencia de Alcántara
10-10-204,Valverde de la Vera
10-10-205,Valverde del Fresno
10-10-206,Viandar de la Vera
10-10-207,Villa del Campo
10-10-208,Villa del Rey
10-10-209,Villamesías
10-10-210,Villamiel
10-10-211,Villanueva de la Sierra
10-10-212,Villanueva de la Vera
10-10-213,Villar del Pedroso
10-10-214,Villar de Plasencia
10-10-215,Villasbuenas de Gata
10-10-216,Zarza de Granadilla
10-10-217,Zarza de Montánchez
10-10-218,Zarza la Mayor
10-10-219,Zorita
10-10-901,Rosalejo
01-11-001,Alcalá de los Gazules
01-11-002,Alcalá del Valle
01-11-003,Algar
01-11-004,Algeciras
01-11-005,Algodonales
01-11-006,Arcos de la Frontera
01-11-007,Barbate
01-11-008,"Barrios, Los"
01-11-009,Benaocaz
01-11-010,Bornos
01-11-011,"Bosque, El"
01-11-012,Cádiz
01-11-013,Castellar de la Frontera
01-11-014,Conil de la Frontera
01-11-015,Chiclana de la Frontera
01-11-016,Chipiona
01-11-017,Espera
01-11-018,"Gastor, El"
01-11-019,Grazalema
01-11-020,Jerez de la Frontera
01-11-021,Jimena de la Frontera
01-11-022,"Línea de la Concepción, La"
01-11-023,Medina Sidonia
01-11-024,Olvera
01-11-025,Paterna de Rivera
01-11-026,Prado del Rey
01-11-027,"Puerto de Santa María, El"
01-11-028,Puerto Real
01-11-029,Puerto Serrano
01-11-030,Rota
01-11-031,San Fernando
01-11-032,Sanlúcar de Barrameda
01-11-033,San Roque
01-11-034,Setenil de las Bodegas
01-11-035,Tarifa
01-11-036,Torre Alháquime
01-11-037,Trebujena
01-11-038,Ubrique
01-11-039,Vejer de la Frontera
01-11-040,Villaluenga del Rosario
01-11-041,Villamartín
01-11-042,Zahara
01-11-901,Benalup-Casas Viejas
01-11-902,San José del Valle
17-12-001,Atzeneta del Maestrat
17-12-002,Aín
17-12-003,Albocàsser
17-12-004,Alcalà de Xivert
17-12-005,"Alcora, l'"
17-12-006,Alcudia de Veo
17-12-007,Alfondeguilla
17-12-008,Algimia de Almonacid
17-12-009,Almassora
17-12-010,Almedíjar
17-12-011,Almenara
17-12-012,Altura
17-12-013,Arañuel
17-12-014,Ares del Maestrat
17-12-015,Argelita
17-12-016,Artana
17-12-017,Ayódar
17-12-018,Azuébar
17-12-020,Barracas
17-12-021,Betxí
17-12-022,Bejís
17-12-024,Benafer
17-12-025,Benafigos
17-12-026,Benassal
17-12-027,Benicarló
17-12-028,Benicasim/Benicàssim
17-12-029,Benlloc
17-12-031,Borriol
17-12-032,Borriana/Burriana
